SLA（server模式）	3.0~3.6k/0.3~0.5k	prefill time < 3000ms, decode time < 50ms					
3.6~4.4k/1.8~2.2k	prefill time < 3000ms, decode time < 50ms					
11~15k/2.5~2.9k	prefill time < 3000ms, decode time < 50ms					
16~20k/0.3~0.5k	decode time < 50ms					
模型	硬件	框架	精度	推理模式	TP/PP/并发数(服务化)	输入场景/输出场景	生成吞吐tokens/s/gpu	concurrency（服务化特有）	Avg Decode Time服务化特有）	FP4/FP8 性能提升	GB300/GB200性能提升	TRTLLM/SGLANG性能提升
deepseek-r1	GB300	tensorrt 1.2.0	FP4	server	dep_8_eplb0_mtp0	3.0~3.6k/0.3~0.5k	10882.68903	4224	0.048517421	2.14173200516833	1.3504300138585	
3.6~4.4k/1.8~2.2k	9035.64361	3584	0.04958142	1.88565731695252	1.26121924370276	
11~15k/2.5~2.9k	4727.637476	1920	0.050765314	1.77460653744086	1.38815349027532	
16~20k/0.3~0.5k	4146.085751	1664	0.0501678	1.88270886913952	1.36469097587121	
1k/1k	13337.64642	5120	0.047984478	2.23239648950982	1.22852777029095	
dep_16_eplb0_mtp0	3.0~3.6k/0.3~0.5k	9395.359194	7168	0.047683116	1.83722796509406	1.18694943127565	
3.6~4.4k/1.8~2.2k	8287.48258	7168	0.054057429	1.74025410871184	1.16594530885037	
11~15k/2.5~2.9k	4787.724577	3840	0.050128197	1.5924618712828	1.22303502070801	
16~20k/0.3~0.5k	4413.341497	3584	0.050755193	1.61230280761812	1.34829708494976	
1k/1k	11176.48195	9216	0.05153679	1.83703477522554	#DIV/0!	
FP8	server	dep_8_eplb0_mtp0	3.0~3.6k/0.3~0.5k	5081.2562	2048	0.0503812		1.24209866841906	
3.6~4.4k/1.8~2.2k	4791.77395	2048	0.05342489		1.2235539010784	
11~15k/2.5~2.9k	2664.04827	1024	0.04804718		1.32902330605035	
16~20k/0.3~0.5k	2202.19165	880	0.04995024		#DIV/0!	
1k/1k	5974.58672	5120	0.05356019		#DIV/0!	
dep_16_eplb0_mtp0	3.0~3.6k/0.3~0.5k	5113.87774	4096	0.05005986		1.12662068576048	0.726427852654068
3.6~4.4k/1.8~2.2k	4762.22555	4096	0.05375638		1.11946295943966	0.727933078268207
11~15k/2.5~2.9k	3006.49244	2560	0.05321816		1.4486382671153	0.823525085187742
16~20k/0.3~0.5k	2737.29071	2048	0.04676157		1.24996433917462	0.855157489096885
1k/1k	6083.97952	2560	0.05259715		1.04853864808372	#DIV/0!
GB200	tensorrt 1.2.0	FP4	server	dep_8_eplb0_mtp0	3.0~3.6k/0.3~0.5k	8058.684210450539	3072	0.04765046	1.96992250204001		
3.6~4.4k/1.8~2.2k	7164.213244536816	3072	0.05359974	1.82934361156803		
11~15k/2.5~2.9k	3405.702257797395	1280	0.04698003	1.69901488837551		
16~20k/0.3~0.5k	3038.113261028312	1024	0.04213141	#DIV/0!		
1k/1k	10856.609628646167	4096	0.04716021	#DIV/0!		
dep_16_eplb0_mtp0	3.0~3.6k/0.3~0.5k	7915.551367594951	5120	0.04042675	1.74384769510195		
3.6~4.4k/1.8~2.2k	7107.951391109025	5120	0.04502	1.6708759835712		
11~15k/2.5~2.9k	3914.6259068104278	3072	0.049046832205848864	1.88621026103313		
16~20k/0.3~0.5k	3273.270814172557	2048	0.03910461653395362	1.4947158426504		
1k/1k				0		
FP8	server	dep_8_eplb0_mtp0	3.0~3.6k/0.3~0.5k	4090.863575650892	1600	0.04888943			
3.6~4.4k/1.8~2.2k	3916.2753236916524	1600	0.05106893			
11~15k/2.5~2.9k	2004.5158409728324	800	0.04988735831165493			
16~20k/0.3~0.5k						
1k/1k						
dep_16_eplb0_mtp0	3.0~3.6k/0.3~0.5k	4539.129988145089	3072	0.042298854736799604			
3.6~4.4k/1.8~2.2k	4254.02690624414	3072	0.045133706069930696			
11~15k/2.5~2.9k	2075.392117030621	1300	0.03914922839557129			
16~20k/0.3~0.5k	2189.8950427717778	1600	0.04566428894849168			
1k/1k	5802.34169824729	4096	0.04412011793054686			
GB300	sglang 0.5.9	FP4	server	dep_8_eplb0_mtp0	3.0~3.6k/0.3~0.5k						
3.6~4.4k/1.8~2.2k						
11~15k/2.5~2.9k						
16~20k/0.3~0.5k						
1k/1k						
dep_16_eplb0_mtp0	3.0~3.6k/0.3~0.5k						
3.6~4.4k/1.8~2.2k						
11~15k/2.5~2.9k						
16~20k/0.3~0.5k						
1k/1k						
dep_32_eplb0_mtp0	3.0~3.6k/0.3~0.5k	6617.12	11200	50			
3.6~4.4k/1.8~2.2k	4873.68	8000	51			
11~15k/2.5~2.9k						
16~20k/0.3~0.5k						
1k/1k						
FP8	server	dep_8_eplb0_mtp0	3.0~3.6k/0.3~0.5k						
3.6~4.4k/1.8~2.2k						
11~15k/2.5~2.9k						
16~20k/0.3~0.5k						
1k/1k						
dep_16_eplb0_mtp0	3.0~3.6k/0.3~0.5k	7039.76	5840	40			
3.6~4.4k/1.8~2.2k	6542.12	4688	44.5			
11~15k/2.5~2.9k	3650.76	2944	50			
16~20k/0.3~0.5k	3200.92	2720	50			
1k/1k						
dep_32_eplb0_mtp0	3.0~3.6k/0.3~0.5k	4882.56	7840	47.5			
3.6~4.4k/1.8~2.2k	3933.2	6160	48.5			
11~15k/2.5~2.9k	3860	2417.04	51.111			
16~20k/0.3~0.5k	3840	2233.12	50			
1k/1k						
